date,exchange_rate_to_euro,country,currency
2023-05-07,0.1,Sweden,SEK
2023-05-07,1.17,UK,GBP
2023-05-07,0.98,USA,USD
2023-05-06,0.68,Australia,AUD
2023-05-06,0.18,Brazil,BRL
2023-05-06,0.76,Canada,CAD
2023-05-06,0.13,Denmark,DKK
2023-05-06,0.01,Japan,JPY
2023-05-06,0.1,Norway,NOK
2023-05-06,0.71,Singapore,SGD
2023-05-06,0.1,Sweden,SEK
2023-05-06,1.17,UK,GBP
2023-05-06,0.98,USA,USD
2023-04-30,0.68,Australia,AUD
2023-04-30,0.18,Brazil,BRL
2023-04-30,0.76,Canada,CAD
2023-04-30,0.13,Denmark,DKK
2023-04-30,0.01,Japan,JPY
2023-04-30,0.1,Norway,NOK
2023-04-30,0.71,Singapore,SGD
2023-04-30,0.1,Sweden,SEK
2023-04-30,1.17,UK,GBP
2023-04-30,0.98,USA,USD
2023-04-29,0.68,Australia,AUD
2023-04-29,0.18,Brazil,BRL
2023-04-29,0.76,Canada,CAD
2023-04-29,0.13,Denmark,DKK
2023-04-29,0.01,Japan,JPY
2023-04-29,0.1,Norway,NOK
2023-04-29,0.71,Singapore,SGD
2023-04-29,0.1,Sweden,SEK
2023-04-29,1.17,UK,GBP
2023-04-29,0.98,USA,USD
2023-04-23,0.68,Australia,AUD
2023-04-23,0.18,Brazil,BRL
2023-04-23,0.76,Canada,CAD
2023-04-23,0.13,Denmark,DKK
2023-04-23,0.01,Japan,JPY
2023-04-23,0.1,Norway,NOK
2023-04-23,0.71,Singapore,SGD
2023-04-23,0.1,Sweden,SEK
2023-04-23,1.17,UK,GBP
2023-04-23,0.98,USA,USD
2023-04-22,0.68,Australia,AUD
2023-04-22,0.18,Brazil,BRL
2023-04-22,0.76,Canada,CAD
2023-04-22,0.13,Denmark,DKK
2023-04-22,0.01,Japan,JPY
2023-04-22,0.1,Norway,NOK
2023-04-22,0.71,Singapore,SGD
2023-04-22,0.1,Sweden,SEK
2023-04-22,1.17,UK,GBP
2023-04-22,0.98,USA,USD
2023-04-16,0.68,Australia,AUD
2023-04-16,0.18,Brazil,BRL
2023-04-16,0.76,Canada,CAD
2023-04-16,0.13,Denmark,DKK
2023-04-16,0.01,Japan,JPY
2023-04-16,0.1,Norway,NOK
2023-04-16,0.71,Singapore,SGD
2023-04-16,0.1,Sweden,SEK
2023-04-16,1.17,UK,GBP
2023-04-16,0.98,USA,USD
2023-04-15,0.68,Australia,AUD
2023-04-15,0.18,Brazil,BRL
2023-04-15,0.76,Canada,CAD
2023-04-15,0.13,Denmark,DKK
2023-04-15,0.01,Japan,JPY
2023-04-15,0.1,Norway,NOK
2023-04-15,0.71,Singapore,SGD
2023-04-15,0.1,Sweden,SEK
2023-04-15,1.17,UK,GBP
2023-04-15,0.98,USA,USD
2023-04-09,0.68,Australia,AUD
2023-04-09,0.18,Brazil,BRL
2023-04-09,0.76,Canada,CAD
2023-04-09,0.13,Denmark,DKK
2023-04-09,0.01,Japan,JPY
2023-04-09,0.1,Norway,NOK
2023-04-09,0.71,Singapore,SGD
2023-04-09,0.1,Sweden,SEK
2023-04-09,1.17,UK,GBP
2023-04-09,0.98,USA,USD
2023-04-02,0.68,Australia,AUD
2023-04-02,0.18,Brazil,BRL
2023-04-02,0.76,Canada,CAD
2023-04-02,0.13,Denmark,DKK
2023-04-02,0.01,Japan,JPY
2023-04-02,0.1,Norway,NOK
2023-04-02,0.71,Singapore,SGD
2023-04-02,0.1,Sweden,SEK
2023-04-02,1.17,UK,GBP
2023-04-02,0.98,USA,USD
2023-03-26,0.68,Australia,AUD
2023-03-26,0.18,Brazil,BRL
2023-03-26,0.76,Canada,CAD
2023-03-26,0.13,Denmark,DKK
2023-03-26,0.01,Japan,JPY
2023-03-26,0.1,Norway,NOK
2023-03-26,0.71,Singapore,SGD
2023-03-26,0.1,Sweden,SEK
2023-03-26,1.17,UK,GBP
2023-03-26,0.98,USA,USD
2023-03-25,0.68,Australia,AUD
2023-03-25,0.18,Brazil,BRL
2023-03-25,0.76,Canada,CAD
2023-03-25,0.13,Denmark,DKK
2023-03-25,0.01,Japan,JPY
2023-03-25,0.1,Norway,NOK
2023-03-25,0.71,Singapore,SGD
2023-03-25,0.1,Sweden,SEK
2023-03-25,1.17,UK,GBP
2023-03-25,0.98,USA,USD
2023-03-19,0.68,Australia,AUD
2023-03-19,0.18,Brazil,BRL
2023-03-19,0.76,Canada,CAD
2023-03-19,0.13,Denmark,DKK
2023-03-19,0.01,Japan,JPY
2023-03-19,0.1,Norway,NOK
2023-03-19,0.71,Singapore,SGD
2023-03-19,0.1,Sweden,SEK
2023-03-19,1.17,UK,GBP
2023-03-19,0.98,USA,USD
2023-03-12,0.68,Australia,AUD
2023-03-12,0.18,Brazil,BRL
2023-03-12,0.76,Canada,CAD
2023-03-12,0.13,Denmark,DKK
2023-03-12,0.01,Japan,JPY
2023-03-12,0.1,Norway,NOK
2023-03-12,0.71,Singapore,SGD
2023-03-12,0.1,Sweden,SEK
2023-03-12,1.17,UK,GBP
2023-03-12,0.98,USA,USD
2023-03-11,0.68,Australia,AUD
2023-03-11,0.18,Brazil,BRL
2023-03-11,0.76,Canada,CAD
2023-03-11,0.13,Denmark,DKK
2023-03-11,0.01,Japan,JPY
2023-03-11,0.1,Norway,NOK
2023-03-11,0.71,Singapore,SGD
2023-03-11,0.1,Sweden,SEK
2023-03-11,1.17,UK,GBP
2023-03-11,0.98,USA,USD
2023-03-05,0.68,Australia,AUD
2023-03-05,0.18,Brazil,BRL
2023-03-05,0.76,Canada,CAD
2023-03-05,0.13,Denmark,DKK
2023-03-05,0.01,Japan,JPY
2023-03-05,0.1,Norway,NOK
2023-03-05,0.71,Singapore,SGD
2023-03-05,0.1,Sweden,SEK
2023-03-05,1.17,UK,GBP
2023-03-05,0.98,USA,USD
2023-03-04,0.68,Australia,AUD
2023-03-04,0.18,Brazil,BRL
2023-03-04,0.76,Canada,CAD
2023-03-04,0.13,Denmark,DKK
2023-03-04,0.01,Japan,JPY
2023-03-04,0.1,Norway,NOK
2023-03-04,0.71,Singapore,SGD
2023-03-04,0.1,Sweden,SEK
2023-03-04,1.17,UK,GBP
2023-03-04,0.98,USA,USD
2023-02-26,0.68,Australia,AUD
2023-02-26,0.18,Brazil,BRL
2023-02-26,0.76,Canada,CAD
2023-02-26,0.13,Denmark,DKK
2023-02-26,0.01,Japan,JPY
2023-02-26,0.1,Norway,NOK
2023-02-26,0.71,Singapore,SGD
2023-02-26,0.1,Sweden,SEK
2023-02-26,1.17,UK,GBP
2023-02-26,0.98,USA,USD
2023-02-25,0.68,Australia,AUD
2023-02-25,0.18,Brazil,BRL
2023-02-25,0.76,Canada,CAD
2023-02-25,0.13,Denmark,DKK
2023-02-25,0.01,Japan,JPY
2023-02-25,0.1,Norway,NOK
2023-02-25,0.71,Singapore,SGD
2023-02-25,0.1,Sweden,SEK
2023-02-25,1.17,UK,GBP
2023-02-25,0.98,USA,USD
2023-02-20,0.68,Australia,AUD
2023-02-20,0.18,Brazil,BRL
2023-02-20,0.76,Canada,CAD
2023-02-20,0.13,Denmark,DKK
2023-02-20,0.01,Japan,JPY
2023-02-20,0.1,Norway,NOK
2023-02-20,0.71,Singapore,SGD
2023-02-20,0.1,Sweden,SEK
2023-02-20,1.17,UK,GBP
2023-02-20,0.98,USA,USD
2023-02-19,0.68,Australia,AUD
2023-02-19,0.18,Brazil,BRL
2023-02-19,0.76,Canada,CAD
2023-02-19,0.13,Denmark,DKK
2023-02-19,0.01,Japan,JPY
2023-02-19,0.1,Norway,NOK
2023-02-19,0.71,Singapore,SGD
2023-02-19,0.1,Sweden,SEK
2023-02-19,1.17,UK,GBP
2023-02-19,0.98,USA,USD
2023-02-18,0.68,Australia,AUD
2023-02-18,0.18,Brazil,BRL
2023-02-18,0.76,Canada,CAD
2023-02-18,0.13,Denmark,DKK
2023-02-18,0.01,Japan,JPY
2023-02-18,0.1,Norway,NOK
2023-02-18,0.71,Singapore,SGD
2023-02-18,0.1,Sweden,SEK
2023-02-18,1.17,UK,GBP
2023-02-18,0.98,USA,USD
2023-02-12,0.68,Australia,AUD
2023-02-12,0.18,Brazil,BRL
2023-02-12,0.76,Canada,CAD
2023-02-12,0.13,Denmark,DKK
2023-02-12,0.01,Japan,JPY
2023-02-12,0.1,Norway,NOK
2023-02-12,0.71,Singapore,SGD
2023-02-12,0.1,Sweden,SEK
2023-02-12,1.17,UK,GBP
2023-02-12,0.98,USA,USD
2023-02-11,0.68,Australia,AUD
2023-02-11,0.18,Brazil,BRL
2023-02-11,0.76,Canada,CAD
2023-02-11,0.13,Denmark,DKK
2023-02-11,0.01,Japan,JPY
2023-02-11,0.1,Norway,NOK
2023-02-11,0.71,Singapore,SGD
2023-02-11,0.1,Sweden,SEK
2023-02-11,1.17,UK,GBP
2023-02-11,0.98,USA,USD
2023-02-05,0.68,Australia,AUD
2023-02-05,0.18,Brazil,BRL
2023-02-05,0.76,Canada,CAD
2023-02-05,0.13,Denmark,DKK
2023-02-05,0.01,Japan,JPY
2023-02-05,0.1,Norway,NOK
2023-02-05,0.71,Singapore,SGD
2023-02-05,0.1,Sweden,SEK
2023-02-05,1.17,UK,GBP
2023-02-05,0.98,USA,USD
2023-02-04,0.68,Australia,AUD
2023-02-04,0.18,Brazil,BRL
2023-02-04,0.76,Canada,CAD
2023-02-04,0.13,Denmark,DKK
2023-02-04,0.01,Japan,JPY
2023-02-04,0.1,Norway,NOK
2023-02-04,0.71,Singapore,SGD
2023-02-04,0.1,Sweden,SEK
2023-02-04,1.17,UK,GBP
2023-02-04,0.98,USA,USD
2023-01-29,0.68,Australia,AUD
2023-01-29,0.18,Brazil,BRL
2023-01-29,0.76,Canada,CAD
2023-01-29,0.13,Denmark,DKK
2023-01-29,0.01,Japan,JPY
2023-01-29,0.1,Norway,NOK
2023-01-29,0.71,Singapore,SGD
2023-01-29,0.1,Sweden,SEK
2023-01-29,1.17,UK,GBP
2023-01-29,0.98,USA,USD
2023-01-28,0.68,Australia,AUD
2023-01-28,0.18,Brazil,BRL
2023-01-28,0.76,Canada,CAD
2023-01-28,0.13,Denmark,DKK
2023-01-28,0.01,Japan,JPY
2023-01-28,0.1,Norway,NOK
2023-01-28,0.71,Singapore,SGD
2023-01-28,0.1,Sweden,SEK
2023-01-28,1.17,UK,GBP
2023-01-28,0.98,USA,USD
2023-01-21,0.68,Australia,AUD
2023-01-21,0.18,Brazil,BRL
2023-01-21,0.76,Canada,CAD
2023-01-21,0.13,Denmark,DKK
2023-01-21,0.01,Japan,JPY
2023-01-21,0.1,Norway,NOK
2023-01-21,0.71,Singapore,SGD
2023-01-21,0.1,Sweden,SEK
2023-01-21,1.17,UK,GBP
2023-01-21,0.98,USA,USD
2023-01-16,0.68,Australia,AUD
2023-01-16,0.18,Brazil,BRL
2023-01-16,0.76,Canada,CAD
2023-01-16,0.13,Denmark,DKK
2023-01-16,0.01,Japan,JPY
2023-01-16,0.1,Norway,NOK
2023-01-16,0.71,Singapore,SGD
2023-01-16,0.1,Sweden,SEK
2023-01-16,1.17,UK,GBP
2023-01-16,0.98,USA,USD
2023-01-15,0.68,Australia,AUD
2023-01-15,0.18,Brazil,BRL
2023-01-15,0.76,Canada,CAD
2023-01-15,0.13,Denmark,DKK
2023-01-15,0.01,Japan,JPY
2023-01-15,0.1,Norway,NOK
2023-01-15,0.71,Singapore,SGD
2023-01-15,0.1,Sweden,SEK
2023-01-15,1.17,UK,GBP
2023-01-15,0.98,USA,USD
2023-01-14,0.68,Australia,AUD
2023-01-14,0.18,Brazil,BRL
2023-01-14,0.76,Canada,CAD
2023-01-14,0.13,Denmark,DKK
2023-01-14,0.01,Japan,JPY
2023-01-14,0.1,Norway,NOK
2023-01-14,0.71,Singapore,SGD
2023-01-14,0.1,Sweden,SEK
2023-01-14,1.17,UK,GBP
2023-01-14,0.98,USA,USD
2023-01-08,0.68,Australia,AUD
2023-01-08,0.18,Brazil,BRL
2023-01-08,0.76,Canada,CAD
2023-01-08,0.13,Denmark,DKK
2023-01-08,0.01,Japan,JPY
2023-01-08,0.1,Norway,NOK
2023-01-08,0.71,Singapore,SGD
2023-01-08,0.1,Sweden,SEK
2023-01-08,1.17,UK,GBP
2023-01-08,0.98,USA,USD
2023-01-07,0.68,Australia,AUD
2023-01-07,0.18,Brazil,BRL
2023-01-07,0.76,Canada,CAD
2023-01-07,0.13,Denmark,DKK
2023-01-07,0.01,Japan,JPY
2023-01-07,0.1,Norway,NOK
2023-01-07,0.71,Singapore,SGD
2023-01-07,0.1,Sweden,SEK
2023-01-07,1.17,UK,GBP
2023-01-07,0.98,USA,USD
2023-01-02,0.68,Australia,AUD
2023-01-02,0.18,Brazil,BRL
2023-01-02,0.76,Canada,CAD
2023-01-02,0.13,Denmark,DKK
2023-01-02,0.01,Japan,JPY
2023-01-02,0.1,Norway,NOK
2023-01-02,0.71,Singapore,SGD
2023-01-02,0.1,Sweden,SEK
2023-01-02,1.17,UK,GBP
2023-01-02,0.98,USA,USD
2023-01-01,0.68,Australia,AUD
2023-01-01,0.18,Brazil,BRL
2023-01-01,0.76,Canada,CAD
2023-01-01,0.13,Denmark,DKK
2023-01-01,0.01,Japan,JPY
2023-01-01,0.1,Norway,NOK
2023-01-01,0.71,Singapore,SGD
2023-01-01,0.1,Sweden,SEK
2023-01-01,1.17,UK,GBP
2023-01-01,0.98,USA,USD
2022-12-31,0.68,Australia,AUD
2022-12-31,0.18,Brazil,BRL
2022-12-31,0.76,Canada,CAD
2022-12-31,0.13,Denmark,DKK
2022-12-31,0.01,Japan,JPY
2022-12-31,0.1,Norway,NOK
2022-12-31,0.71,Singapore,SGD
2022-12-31,0.1,Sweden,SEK
2022-12-31,1.17,UK,GBP
2022-12-31,0.98,USA,USD
2022-12-30,0.68,Australia,AUD
2022-12-30,0.18,Brazil,BRL
2022-12-30,0.76,Canada,CAD
2022-12-30,0.13,Denmark,DKK
2022-12-30,0.01,Japan,JPY
2022-12-30,0.1,Norway,NOK
2022-12-30,0.71,Singapore,SGD
2022-12-30,0.1,Sweden,SEK
2022-12-30,1.17,UK,GBP
2022-12-30,0.98,USA,USD
2022-12-27,0.68,Australia,AUD
2022-12-27,0.18,Brazil,BRL
2022-12-27,0.76,Canada,CAD
2022-12-27,0.13,Denmark,DKK
2022-12-27,0.01,Japan,JPY
2022-12-27,0.1,Norway,NOK
2022-12-27,0.71,Singapore,SGD
2022-12-27,0.1,Sweden,SEK
2022-12-27,1.17,UK,GBP
2022-12-27,0.98,USA,USD
2022-12-26,0.68,Australia,AUD
2022-12-26,0.18,Brazil,BRL
2022-12-26,0.76,Canada,CAD
2022-12-26,0.13,Denmark,DKK
2022-12-26,0.01,Japan,JPY
2022-12-26,0.1,Norway,NOK
2022-12-26,0.71,Singapore,SGD
2022-12-26,0.1,Sweden,SEK
2022-12-26,1.17,UK,GBP
2022-12-26,0.98,USA,USD
2022-12-25,0.68,Australia,AUD
2022-12-25,0.18,Brazil,BRL
2022-12-25,0.76,Canada,CAD
2022-12-25,0.13,Denmark,DKK
2022-12-25,0.01,Japan,JPY
2022-12-25,0.1,Norway,NOK
2022-12-25,0.71,Singapore,SGD
2022-12-25,0.1,Sweden,SEK
2022-12-25,1.17,UK,GBP
2022-12-25,0.98,USA,USD
2022-12-24,0.68,Australia,AUD
2022-12-24,0.18,Brazil,BRL
2022-12-24,0.76,Canada,CAD
2022-12-24,0.13,Denmark,DKK
2022-12-24,0.01,Japan,JPY
2022-12-24,0.1,Norway,NOK
2022-12-24,0.71,Singapore,SGD
2022-12-24,0.1,Sweden,SEK
2022-12-24,1.17,UK,GBP
2022-12-24,0.98,USA,USD
2022-12-18,0.68,Australia,AUD
2022-12-18,0.18,Brazil,BRL
2022-12-18,0.76,Canada,CAD
2022-12-18,0.13,Denmark,DKK
2022-12-18,0.01,Japan,JPY
2022-12-18,0.1,Norway,NOK
2022-12-18,0.71,Singapore,SGD
2022-12-18,0.1,Sweden,SEK
2022-12-18,1.17,UK,GBP
2022-12-18,0.98,USA,USD
2022-12-17,0.68,Australia,AUD
2022-12-17,0.18,Brazil,BRL
2022-12-17,0.76,Canada,CAD
2022-12-17,0.13,Denmark,DKK
2022-12-17,0.01,Japan,JPY
2022-12-17,0.1,Norway,NOK
2022-12-17,0.71,Singapore,SGD
2022-12-17,0.1,Sweden,SEK
2022-12-17,1.17,UK,GBP
2022-12-17,0.98,USA,USD
2022-12-11,0.68,Australia,AUD
2022-12-11,0.18,Brazil,BRL
2022-12-11,0.76,Canada,CAD
2022-12-11,0.13,Denmark,DKK
2022-12-11,0.01,Japan,JPY
2022-12-11,0.1,Norway,NOK
2022-12-11,0.71,Singapore,SGD
2022-12-11,0.1,Sweden,SEK
2022-12-11,1.17,UK,GBP
2022-12-11,0.98,USA,USD
2022-12-10,0.68,Australia,AUD
2022-12-10,0.18,Brazil,BRL
2022-12-10,0.76,Canada,CAD
2022-12-10,0.13,Denmark,DKK
2022-12-10,0.01,Japan,JPY
2022-12-10,0.1,Norway,NOK
2022-12-10,0.71,Singapore,SGD
2022-12-10,0.1,Sweden,SEK
2022-12-10,1.17,UK,GBP
2022-12-10,0.98,USA,USD
2022-12-04,0.68,Australia,AUD
2022-12-04,0.18,Brazil,BRL
2022-12-04,0.76,Canada,CAD
2022-12-04,0.13,Denmark,DKK
2022-12-04,0.01,Japan,JPY
2022-12-04,0.1,Norway,NOK
2022-12-04,0.71,Singapore,SGD
2022-12-04,0.1,Sweden,SEK
2022-12-04,1.17,UK,GBP
2022-12-04,0.98,USA,USD
2022-12-03,0.68,Australia,AUD
2022-12-03,0.18,Brazil,BRL
2022-12-03,0.76,Canada,CAD
2022-12-03,0.13,Denmark,DKK
2022-12-03,0.01,Japan,JPY
2022-12-03,0.1,Norway,NOK
2022-12-03,0.71,Singapore,SGD
2022-12-03,0.1,Sweden,SEK
2022-12-03,1.17,UK,GBP
2022-12-03,0.98,USA,USD
2022-11-26,0.68,Australia,AUD
2022-11-26,0.18,Brazil,BRL
2022-11-26,0.76,Canada,CAD
2022-11-26,0.13,Denmark,DKK
2022-11-26,0.01,Japan,JPY
2022-11-26,0.1,Norway,NOK
2022-11-26,0.71,Singapore,SGD
2022-11-26,0.1,Sweden,SEK
2022-11-26,1.17,UK,GBP
2022-11-26,0.98,USA,USD
2022-11-25,0.68,Australia,AUD
2022-11-25,0.18,Brazil,BRL
2022-11-25,0.76,Canada,CAD
2022-11-25,0.13,Denmark,DKK
2022-11-25,0.01,Japan,JPY
2022-11-25,0.1,Norway,NOK
2022-11-25,0.71,Singapore,SGD
2022-11-25,0.1,Sweden,SEK
2022-11-25,1.17,UK,GBP
2022-11-25,0.98,USA,USD
2022-11-20,0.68,Australia,AUD
2022-11-20,0.18,Brazil,BRL
2022-11-20,0.76,Canada,CAD
2022-11-20,0.13,Denmark,DKK
2022-11-20,0.01,Japan,JPY
2022-11-20,0.1,Norway,NOK
2022-11-20,0.71,Singapore,SGD
2022-11-20,0.1,Sweden,SEK
2022-11-20,1.17,UK,GBP
2022-11-20,0.98,USA,USD
2022-11-19,0.68,Australia,AUD
2022-11-19,0.18,Brazil,BRL
2022-11-19,0.76,Canada,CAD
2022-11-19,0.13,Denmark,DKK
2022-11-19,0.01,Japan,JPY
2022-11-19,0.1,Norway,NOK
2022-11-19,0.71,Singapore,SGD
2022-11-19,0.1,Sweden,SEK
2022-11-19,1.17,UK,GBP
2022-11-19,0.98,USA,USD
2022-11-12,0.68,Australia,AUD
2022-11-12,0.18,Brazil,BRL
2022-11-12,0.76,Canada,CAD
2022-11-12,0.13,Denmark,DKK
2022-11-12,0.01,Japan,JPY
2022-11-12,0.1,Norway,NOK
2022-11-12,0.71,Singapore,SGD
2022-11-12,0.1,Sweden,SEK
2022-11-12,1.17,UK,GBP
2022-11-12,0.98,USA,USD
2022-11-06,0.68,Australia,AUD
2022-11-06,0.18,Brazil,BRL
2022-11-06,0.76,Canada,CAD
2022-11-06,0.13,Denmark,DKK
2022-11-06,0.01,Japan,JPY
2022-11-06,0.1,Norway,NOK
2022-11-06,0.71,Singapore,SGD
2022-11-06,0.1,Sweden,SEK
2022-11-06,1.17,UK,GBP
2022-11-06,0.98,USA,USD
2022-11-05,0.68,Australia,AUD
2022-11-05,0.18,Brazil,BRL
2022-11-05,0.76,Canada,CAD
2022-11-05,0.13,Denmark,DKK
2022-11-05,0.01,Japan,JPY
2022-11-05,0.1,Norway,NOK
2022-11-05,0.71,Singapore,SGD
2022-11-05,0.1,Sweden,SEK
2022-11-05,1.17,UK,GBP
2022-11-05,0.98,USA,USD
2022-10-30,0.68,Australia,AUD
2022-10-30,0.18,Brazil,BRL
2022-10-30,0.76,Canada,CAD
2022-10-30,0.13,Denmark,DKK
2022-10-30,0.01,Japan,JPY
2022-10-30,0.1,Norway,NOK
2022-10-30,0.71,Singapore,SGD
2022-10-30,0.1,Sweden,SEK
2022-10-30,1.17,UK,GBP
2022-10-30,0.98,USA,USD
2022-10-29,0.68,Australia,AUD
2022-10-29,0.18,Brazil,BRL
2022-10-29,0.76,Canada,CAD
2022-10-29,0.13,Denmark,DKK
2022-10-29,0.01,Japan,JPY
2022-10-29,0.1,Norway,NOK
2022-10-29,0.71,Singapore,SGD
2022-10-29,0.1,Sweden,SEK
2022-10-29,1.17,UK,GBP
2022-10-29,0.98,USA,USD
2022-10-23,0.68,Australia,AUD
2022-10-23,0.18,Brazil,BRL
2022-10-23,0.76,Canada,CAD
2022-10-23,0.13,Denmark,DKK
2022-10-23,0.01,Japan,JPY
2022-10-23,0.1,Norway,NOK
2022-10-23,0.71,Singapore,SGD
2022-10-23,0.1,Sweden,SEK
2022-10-23,1.17,UK,GBP
2022-10-23,0.98,USA,USD
2022-10-22,0.68,Australia,AUD
2022-10-22,0.18,Brazil,BRL
2022-10-22,0.76,Canada,CAD
2022-10-22,0.13,Denmark,DKK
2022-10-22,0.01,Japan,JPY
2022-10-22,0.1,Norway,NOK
2022-10-22,0.71,Singapore,SGD
2022-10-22,0.1,Sweden,SEK
2022-10-22,1.17,UK,GBP
2022-10-22,0.98,USA,USD
2022-10-16,0.68,Australia,AUD
2022-10-16,0.18,Brazil,BRL
2022-10-16,0.76,Canada,CAD
2022-10-16,0.13,Denmark,DKK
2022-10-16,0.01,Japan,JPY
2022-10-16,0.1,Norway,NOK
2022-10-16,0.71,Singapore,SGD
2022-10-16,0.1,Sweden,SEK
2022-10-16,1.17,UK,GBP
2022-10-16,0.98,USA,USD
2022-10-15,0.68,Australia,AUD
2022-10-15,0.18,Brazil,BRL
2022-10-15,0.76,Canada,CAD
2022-10-15,0.13,Denmark,DKK
2022-10-15,0.01,Japan,JPY
2022-10-15,0.1,Norway,NOK
2022-10-15,0.71,Singapore,SGD
2022-10-15,0.1,Sweden,SEK
2022-10-15,1.17,UK,GBP
2022-10-15,0.98,USA,USD
2022-10-10,0.68,Australia,AUD
2022-10-10,0.18,Brazil,BRL
2022-10-10,0.76,Canada,CAD
2022-10-10,0.13,Denmark,DKK
2022-10-10,0.01,Japan,JPY
2022-10-10,0.1,Norway,NOK
2022-10-10,0.71,Singapore,SGD
2022-10-10,0.1,Sweden,SEK
2022-10-10,1.17,UK,GBP
2022-10-10,0.98,USA,USD
2022-10-09,0.68,Australia,AUD
2022-10-09,0.18,Brazil,BRL
2022-10-09,0.76,Canada,CAD
2022-10-09,0.13,Denmark,DKK
2022-10-09,0.01,Japan,JPY
2022-10-09,0.1,Norway,NOK
2022-10-09,0.71,Singapore,SGD
2022-10-09,0.1,Sweden,SEK
2022-10-09,1.17,UK,GBP
2022-10-09,0.98,USA,USD
2022-10-02,0.68,Australia,AUD
2022-10-02,0.18,Brazil,BRL
2022-10-02,0.76,Canada,CAD
2022-10-02,0.13,Denmark,DKK
2022-10-02,0.01,Japan,JPY
2022-10-02,0.1,Norway,NOK
2022-10-02,0.71,Singapore,SGD
2022-10-02,0.1,Sweden,SEK
2022-10-02,1.17,UK,GBP
2022-10-02,0.98,USA,USD
2022-10-01,0.68,Australia,AUD
2022-10-01,0.18,Brazil,BRL
2022-10-01,0.76,Canada,CAD
2022-10-01,0.13,Denmark,DKK
2022-10-01,0.01,Japan,JPY
2022-10-01,0.1,Norway,NOK
2022-10-01,0.71,Singapore,SGD
2022-10-01,0.1,Sweden,SEK
2022-10-01,1.17,UK,GBP
2022-10-01,0.98,USA,USD
2022-09-25,0.68,Australia,AUD
2022-09-25,0.18,Brazil,BRL
2022-09-25,0.76,Canada,CAD
2022-09-25,0.13,Denmark,DKK
2022-09-25,0.01,Japan,JPY
2022-09-25,0.1,Norway,NOK
2022-09-25,0.71,Singapore,SGD
2022-09-25,0.1,Sweden,SEK
2022-09-25,1.17,UK,GBP
2022-09-25,0.98,USA,USD
2022-09-24,0.68,Australia,AUD
2022-09-24,0.18,Brazil,BRL
2022-09-24,0.76,Canada,CAD
2022-09-24,0.13,Denmark,DKK
2022-09-24,0.01,Japan,JPY
2022-09-24,0.1,Norway,NOK
2022-09-24,0.71,Singapore,SGD
2022-09-24,0.1,Sweden,SEK
2022-09-24,1.17,UK,GBP
2022-09-24,0.98,USA,USD
2022-09-18,0.68,Australia,AUD
2022-09-18,0.18,Brazil,BRL
2022-09-18,0.76,Canada,CAD
2022-09-18,0.13,Denmark,DKK
2022-09-18,0.01,Japan,JPY
2022-09-18,0.1,Norway,NOK
2022-09-18,0.71,Singapore,SGD
2022-09-18,0.1,Sweden,SEK
2022-09-18,1.17,UK,GBP
2022-09-18,0.98,USA,USD
2022-09-17,0.68,Australia,AUD
2022-09-17,0.18,Brazil,BRL
2022-09-17,0.76,Canada,CAD
2022-09-17,0.13,Denmark,DKK
2022-09-17,0.01,Japan,JPY
2022-09-17,0.1,Norway,NOK
2022-09-17,0.71,Singapore,SGD
2022-09-17,0.1,Sweden,SEK
2022-09-17,1.17,UK,GBP
2022-09-17,0.98,USA,USD
2022-09-11,0.68,Australia,AUD
2022-09-11,0.18,Brazil,BRL
2022-09-11,0.76,Canada,CAD
2022-09-11,0.13,Denmark,DKK
2022-09-11,0.01,Japan,JPY
2022-09-11,0.1,Norway,NOK
2022-09-11,0.71,Singapore,SGD
2022-09-11,0.1,Sweden,SEK
2022-09-11,1.17,UK,GBP
2022-09-11,0.98,USA,USD
2022-09-10,0.68,Australia,AUD
2022-09-10,0.18,Brazil,BRL
2022-09-10,0.76,Canada,CAD
2022-09-10,0.13,Denmark,DKK
2022-09-10,0.01,Japan,JPY
2022-09-10,0.1,Norway,NOK
2022-09-10,0.71,Singapore,SGD
2022-09-10,0.1,Sweden,SEK
2022-09-10,1.17,UK,GBP
2022-09-10,0.98,USA,USD
2022-09-05,0.68,Australia,AUD
2022-09-05,0.18,Brazil,BRL
2022-09-05,0.76,Canada,CAD
2022-09-05,0.13,Denmark,DKK
2022-09-05,0.01,Japan,JPY
2022-09-05,0.1,Norway,NOK
2022-09-05,0.71,Singapore,SGD
2022-09-05,0.1,Sweden,SEK
2022-09-05,1.17,UK,GBP
2022-09-05,0.98,USA,USD
2022-09-03,0.68,Australia,AUD
2022-09-03,0.18,Brazil,BRL
2022-09-03,0.76,Canada,CAD
2022-09-03,0.13,Denmark,DKK
2022-09-03,0.01,Japan,JPY
2022-09-03,0.1,Norway,NOK
2022-09-03,0.71,Singapore,SGD
2022-09-03,0.1,Sweden,SEK
2022-09-03,1.17,UK,GBP
2022-09-03,0.98,USA,USD
2022-08-28,0.68,Australia,AUD
2022-08-28,0.18,Brazil,BRL
2022-08-28,0.76,Canada,CAD
2022-08-28,0.13,Denmark,DKK
2022-08-28,0.01,Japan,JPY
2022-08-28,0.1,Norway,NOK
2022-08-28,0.71,Singapore,SGD
2022-08-28,0.1,Sweden,SEK
2022-08-28,1.17,UK,GBP
